id,jahr,alter,kategoriealter,jung-alt,geschlecht,bsz,bszkat,bszkat2,bsz-geschlecht,Mein Smartphone liegt auch beim Schlafen immer in Griffweite,griffweite,griffweite-alter,griffweite-geschlecht,Ich kann auch gut mal einen Tag ohne Smartphone klar kommen,verzicht-kat,verzicht-alter,Ich mache mir Sorgen um meine Daten,sorgenbarometer,sorgenbarometer-geschlecht,sorgenbarometeralter,Ich loesche meine Cookies regelmaessig,cookies,cookies-alter,schutzmassnahmen,schutzmassnahmen-alter,Fuer wie viel Geld mindestens wuerden sie all ihre Geraete eine Woche gar nicht benutzen?,Wieviel wuerden Sie einmalig bezahlen, um Ihre Lieblings Social Media Apps und Messenger noch nutzen zu koennen?,zeitung,zeitung-alter,zeitung-online
1,2021,30,6,alt,Maennlich,2h-3h,3,9,2,Ja,1,3,1,Stimmt,1,3,Stimmt ganz,1,1,3,Stimmt eher,2,3,1,3,20 CHF,Mehr als 20 CHF,1,3,1
2,2021,15,2,jung,Maennlich,4h-5h,5,25,3,Nein,4,2,2,Stimmt eher ,2,1,Stimmt gar nicht,4,2,2,Stimmt gar nicht,4,2,1,1,100 CHF,Mehr als 20 CHF,0,2,4
3,2021,14,2,jung,Maennlich,4h-5h,5,25,3,Ja,1,1,1,Stimmt nicht,4,2,Stimmt eher,2,1,1,Stimmt gar nicht,4,2,2,2,ueber 100 CHF,6-10 CHF,0,2,4
4,2021,15,2,jung,Maennlich,4h-5h,5,25,3,Ja,1,1,1,Stimmt eher ,2,1,Stimmt eher,2,1,1,Stimmt ganz,1,1,1,1,100 CHF,3-5 CHF,1,1,1
5,2021,32,6,alt,Maennlich,1h-2h,2,4,1,Ja,1,3,1,Stimmt eher nicht,3,4,Stimmt ganz,1,1,3,Stimmt ganz,1,3,1,3,ueber 100 CHF,Mehr als 20 CHF,1,3,3
6,2021,16,3,jung,Weiblich,2h-3h,3,9,5,Nein,4,2,4,Stimmt,1,1,Stimmt eher,2,3,1,Stimmt gar nicht,4,2,1,1,20 CHF,Ich wuerde auf die App verzichten,0,2,4
7,2021,16,3,jung,Maennlich,3h-4h,4,16,2,Ja,1,1,1,Stimmt eher ,2,1,Stimmt eher nicht,3,2,2,Stimmt ganz,1,1,1,1,ueber 100 CHF,Mehr als 20 CHF,1,1,1
8,2021,16,3,jung,Maennlich,4h-5h,5,25,3,eher Nein,3,2,2,Stimmt,1,1,Stimmt eher,2,1,1,Stimmt ganz,1,1,1,1,ueber 100 CHF,Ich wuerde auf die App verzichten,1,1,3
9,2021,18,4,alt,Maennlich,2h-3h,3,9,2,eher Nein,3,4,2,Stimmt,1,3,Stimmt eher nicht,3,2,4,Stimmt eher,2,3,1,3,5 CHF,1-2 CHF,1,3,3
10,2021,18,4,alt,Maennlich,Mehr als 5h,6,36,3,Ja,1,3,1,Stimmt,1,3,Stimmt eher nicht,3,2,4,Stimmt gar nicht,4,4,1,3,ueber 100 CHF,Mehr als 20 CHF,1,3,1
11,2021,18,4,alt,Maennlich,3h-4h,4,16,2,eher Ja,2,3,1,Stimmt,1,3,Stimmt eher nicht,3,2,4,Stimmt eher,2,3,1,3,100 CHF,1-2 CHF,1,3,1
12,2021,16,3,jung,Weiblich,4h-5h,5,25,6,eher Ja,2,1,3,Stimmt eher nicht,3,2,Stimmt eher nicht,3,4,2,Stimmt gar nicht,4,2,2,2,ueber 100 CHF,3-5 CHF,1,1,3
13,2021,21,5,alt,Maennlich,3h-4h,4,16,2,eher Ja,2,3,1,Stimmt,1,3,Stimmt eher nicht,3,2,4,Stimmt eher,2,3,1,3,Wuerde ich auch gratis machen,Ich wuerde auf die App verzichten,1,3,3
14,2021,17,3,jung,Maennlich,Mehr als 5h,6,36,3,Ja,1,1,1,Stimmt eher nicht,3,2,Stimmt eher nicht,3,2,2,Stimmt gar nicht,4,2,1,1,100 CHF,11-20 CHF,0,2,4
15,2021,20,5,alt,Weiblich,1h-2h,2,4,4,eher Ja,2,3,3,Stimmt,1,3,Stimmt eher,2,3,3,Stimmt eher,2,3,1,3,Wuerde ich auch gratis machen,6-10 CHF,1,3,3
16,2021,16,3,jung,Weiblich,2h-3h,3,9,5,eher Nein,3,2,4,Stimmt,1,1,Stimmt eher nicht,3,4,2,Stimmt eher nicht,3,2,1,1,Wuerde ich auch gratis machen,3-5 CHF,1,1,1
17,2021,17,3,jung,Maennlich,Mehr als 5h,6,36,3,eher Ja,2,1,1,Stimmt,1,1,Stimmt eher,2,1,1,Stimmt eher,2,1,1,1,Wuerde ich auch gratis machen,3-5 CHF,1,1,1
18,2021,16,3,jung,Maennlich,2h-3h,3,9,2,eher Nein,3,2,2,Stimmt,1,1,Stimmt eher nicht,3,2,2,Stimmt gar nicht,4,2,1,1,10 CHF,Mehr als 20 CHF,0,2,4
19,2021,19,4,alt,Weiblich,4h-5h,5,25,6,eher Ja,2,3,3,Stimmt,1,3,Stimmt eher,2,3,3,Stimmt ganz,1,3,1,3,ueber 100 CHF,3-5 CHF,0,4,4
20,2021,16,3,jung,Weiblich,2h-3h,3,9,5,Ja,1,1,3,Stimmt,1,1,Stimmt eher,2,3,1,Stimmt eher,2,1,1,1,Wuerde ich auch gratis machen,Ich wuerde auf die App verzichten,1,1,1
21,2021,18,4,alt,Weiblich,3h-4h,4,16,5,Nein,4,4,4,Stimmt nicht,4,4,Stimmt eher,2,3,3,Stimmt eher nicht,3,4,2,4,ueber 100 CHF,6-10 CHF,0,4,4
